Date,SKU,Product,Sales,Price
2023-03-21,SKU0001,Headphones,38,799.03
2023-03-22,SKU0001,Headphones,90,975.86
2023-03-23,SKU0001,Headphones,66,486.52
2023-03-24,SKU0001,Headphones,87,405.21
2023-03-25,SKU0001,Headphones,13,843.07
2023-03-26,SKU0001,Headphones,54,764.93
2023-03-27,SKU0001,Headphones,43,813.47
2023-03-28,SKU0001,Headphones,51,904.83
2023-03-29,SKU0001,Headphones,85,427.6
2023-03-30,SKU0001,Headphones,70,962.17
2023-03-31,SKU0001,Headphones,44,201.91
2023-04-01,SKU0001,Headphones,86,220.54
2023-04-02,SKU0001,Headphones,14,594.42
2023-04-03,SKU0001,Headphones,86,186.76
2023-04-04,SKU0001,Headphones,53,216.73
2023-04-05,SKU0001,Headphones,48,779.4
2023-04-06,SKU0001,Headphones,58,95.88
2023-04-07,SKU0001,Headphones,90,934.5
2023-04-08,SKU0001,Headphones,51,991.86
2023-04-09,SKU0001,Headphones,80,563.93
2023-04-10,SKU0001,Headphones,27,174.42
2023-04-11,SKU0001,Headphones,73,726.63
2023-04-12,SKU0001,Headphones,66,770.25
2023-04-13,SKU0001,Headphones,87,99.22
2023-04-14,SKU0001,Headphones,14,450.59
2023-04-15,SKU0001,Headphones,22,715.61
2023-04-16,SKU0001,Headphones,32,928.67
2023-04-17,SKU0001,Headphones,52,146.06
2023-04-18,SKU0001,Headphones,72,973.08
2023-04-19,SKU0001,Headphones,33,581.17
2023-04-20,SKU0001,Headphones,93,194.93
2023-04-21,SKU0001,Headphones,29,483.96
2023-04-22,SKU0001,Headphones,29,361.77
2023-04-23,SKU0001,Headphones,25,751.23
2023-04-24,SKU0001,Headphones,58,549.39
2023-04-25,SKU0001,Headphones,99,112.27
2023-04-26,SKU0001,Headphones,89,761.47
2023-04-27,SKU0001,Headphones,39,405.8
2023-04-28,SKU0001,Headphones,83,788.59
2023-04-29,SKU0001,Headphones,30,623.77
2023-04-30,SKU0001,Headphones,84,760.44
2023-05-01,SKU0001,Headphones,25,415.62
2023-05-02,SKU0001,Headphones,78,722.62
2023-05-03,SKU0001,Headphones,84,553.72
2023-05-04,SKU0001,Headphones,22,920.37
2023-05-05,SKU0001,Headphones,96,577.48
2023-05-06,SKU0001,Headphones,42,713.2
2023-05-07,SKU0001,Headphones,30,349.03
2023-05-08,SKU0001,Headphones,68,225.65
2023-05-09,SKU0001,Headphones,33,878.28
2023-05-10,SKU0001,Headphones,65,441.95
2023-05-11,SKU0001,Headphones,14,221.0
2023-05-12,SKU0001,Headphones,21,576.13
2023-05-13,SKU0001,Headphones,24,338.72
2023-05-14,SKU0001,Headphones,50,826.26
2023-05-15,SKU0001,Headphones,51,853.19
2023-05-16,SKU0001,Headphones,67,417.84
2023-05-17,SKU0001,Headphones,71,428.61
2023-05-18,SKU0001,Headphones,34,353.87
2023-05-19,SKU0001,Headphones,45,722.89
2023-05-20,SKU0001,Headphones,42,620.01
2023-05-21,SKU0001,Headphones,23,849.23
2023-05-22,SKU0001,Headphones,59,349.38
2023-05-23,SKU0001,Headphones,64,841.75
2023-05-24,SKU0001,Headphones,48,855.95
2023-05-25,SKU0001,Headphones,96,839.6
2023-05-26,SKU0001,Headphones,81,208.12
2023-05-27,SKU0001,Headphones,87,849.29
2023-05-28,SKU0001,Headphones,61,157.31
2023-05-29,SKU0001,Headphones,56,941.52
2023-05-30,SKU0001,Headphones,12,762.64
2023-05-31,SKU0001,Headphones,82,348.09
2023-06-01,SKU0001,Headphones,56,886.19
2023-06-02,SKU0001,Headphones,63,209.88
2023-06-03,SKU0001,Headphones,80,858.53
2023-06-04,SKU0001,Headphones,40,413.16
2023-06-05,SKU0001,Headphones,62,714.58
2023-06-06,SKU0001,Headphones,94,403.81
2023-06-07,SKU0001,Headphones,15,337.27
2023-06-08,SKU0001,Headphones,42,445.46
2023-06-09,SKU0001,Headphones,42,207.43
2023-06-10,SKU0001,Headphones,30,508.39
2023-06-11,SKU0001,Headphones,32,982.89
2023-06-12,SKU0001,Headphones,61,538.31
2023-06-13,SKU0001,Headphones,46,416.51
2023-06-14,SKU0001,Headphones,64,874.94
2023-06-15,SKU0001,Headphones,73,968.65
2023-06-16,SKU0001,Headphones,24,398.09
2023-06-17,SKU0001,Headphones,39,212.04
2023-06-18,SKU0001,Headphones,58,740.46
2023-06-19,SKU0001,Headphones,42,765.89
2023-06-20,SKU0001,Headphones,73,335.92
2023-06-21,SKU0001,Headphones,34,740.15
2023-06-22,SKU0001,Headphones,14,378.02
2023-06-23,SKU0001,Headphones,91,435.06
2023-06-24,SKU0001,Headphones,62,424.32
2023-06-25,SKU0001,Headphones,31,483.46
2023-06-26,SKU0001,Headphones,14,803.84
2023-06-27,SKU0001,Headphones,85,454.33
2023-06-28,SKU0001,Headphones,90,329.46
2023-06-29,SKU0001,Headphones,89,998.08
2023-06-30,SKU0001,Headphones,80,952.5
2023-07-01,SKU0001,Headphones,33,549.95
2023-07-02,SKU0001,Headphones,12,887.97
2023-07-03,SKU0001,Headphones,14,597.25
2023-07-04,SKU0001,Headphones,95,984.35
2023-07-05,SKU0001,Headphones,49,300.16
2023-07-06,SKU0001,Headphones,86,880.69
2023-07-07,SKU0001,Headphones,96,221.3
2023-07-08,SKU0001,Headphones,99,463.63
2023-07-09,SKU0001,Headphones,52,592.56
2023-07-10,SKU0001,Headphones,57,348.04
2023-07-11,SKU0001,Headphones,58,598.21
2023-07-12,SKU0001,Headphones,39,187.42
2023-07-13,SKU0001,Headphones,16,663.67
2023-07-14,SKU0001,Headphones,31,266.5
2023-07-15,SKU0001,Headphones,27,668.19
2023-07-16,SKU0001,Headphones,42,447.12
2023-07-17,SKU0001,Headphones,84,559.2
2023-07-18,SKU0001,Headphones,54,856.4
2023-07-19,SKU0001,Headphones,48,983.34
2023-07-20,SKU0001,Headphones,94,298.23
2023-07-21,SKU0001,Headphones,85,53.18
2023-07-22,SKU0001,Headphones,39,302.43
2023-07-23,SKU0001,Headphones,40,451.61
2023-07-24,SKU0001,Headphones,71,317.81
2023-07-25,SKU0001,Headphones,42,71.75
2023-07-26,SKU0001,Headphones,42,535.64
2023-07-27,SKU0001,Headphones,38,292.2
2023-07-28,SKU0001,Headphones,29,483.01
2023-07-29,SKU0001,Headphones,66,685.19
2023-07-30,SKU0001,Headphones,74,347.22
2023-07-31,SKU0001,Headphones,55,107.13
2023-08-01,SKU0001,Headphones,32,137.95
2023-08-02,SKU0001,Headphones,79,715.04
2023-08-03,SKU0001,Headphones,96,548.52
2023-08-04,SKU0001,Headphones,22,59.31
2023-08-05,SKU0001,Headphones,14,789.08
2023-08-06,SKU0001,Headphones,93,170.46
2023-08-07,SKU0001,Headphones,28,413.66
2023-08-08,SKU0001,Headphones,89,154.16
2023-08-09,SKU0001,Headphones,38,808.31
2023-08-10,SKU0001,Headphones,32,463.02
2023-08-11,SKU0001,Headphones,86,597.72
2023-08-12,SKU0001,Headphones,15,123.63
2023-08-13,SKU0001,Headphones,50,262.03
2023-08-14,SKU0001,Headphones,88,176.52
2023-08-15,SKU0001,Headphones,86,563.07
2023-08-16,SKU0001,Headphones,90,245.59
2023-08-17,SKU0001,Headphones,84,194.28
2023-08-18,SKU0001,Headphones,67,451.52
2023-08-19,SKU0001,Headphones,82,876.62
2023-08-20,SKU0001,Headphones,92,604.07
2023-08-21,SKU0001,Headphones,44,56.29
2023-08-22,SKU0001,Headphones,68,739.26
2023-08-23,SKU0001,Headphones,99,498.79
2023-08-24,SKU0001,Headphones,93,744.63
2023-08-25,SKU0001,Headphones,96,170.07
2023-08-26,SKU0001,Headphones,96,523.72
2023-08-27,SKU0001,Headphones,75,247.05
2023-08-28,SKU0001,Headphones,90,87.27
2023-08-29,SKU0001,Headphones,45,356.74
2023-08-30,SKU0001,Headphones,61,289.02
2023-08-31,SKU0001,Headphones,86,258.17
2023-09-01,SKU0001,Headphones,73,876.1
2023-09-02,SKU0001,Headphones,40,624.15
2023-09-03,SKU0001,Headphones,94,386.96
2023-09-04,SKU0001,Headphones,84,914.79
2023-09-05,SKU0001,Headphones,75,771.91
2023-09-06,SKU0001,Headphones,77,792.18
2023-09-07,SKU0001,Headphones,54,503.4
2023-09-08,SKU0001,Headphones,14,609.28
2023-09-09,SKU0001,Headphones,37,630.93
2023-09-10,SKU0001,Headphones,30,668.37
2023-09-11,SKU0001,Headphones,57,892.19
2023-09-12,SKU0001,Headphones,71,932.88
2023-09-13,SKU0001,Headphones,61,317.15
2023-09-14,SKU0001,Headphones,51,814.44
2023-09-15,SKU0001,Headphones,90,580.12
2023-09-16,SKU0001,Headphones,16,229.67
2023-09-17,SKU0001,Headphones,94,832.63
2023-09-18,SKU0001,Headphones,47,197.82
2023-09-19,SKU0001,Headphones,69,599.58
2023-09-20,SKU0001,Headphones,18,766.55
2023-09-21,SKU0001,Headphones,51,508.67
2023-09-22,SKU0001,Headphones,61,201.35
2023-09-23,SKU0001,Headphones,87,491.3
2023-09-24,SKU0001,Headphones,60,530.73
2023-09-25,SKU0001,Headphones,22,75.33
2023-09-26,SKU0001,Headphones,84,394.23
2023-09-27,SKU0001,Headphones,78,827.76
2023-09-28,SKU0001,Headphones,88,269.02
2023-09-29,SKU0001,Headphones,20,743.29
2023-09-30,SKU0001,Headphones,68,430.63
2023-10-01,SKU0001,Headphones,80,429.23
2023-10-02,SKU0001,Headphones,19,932.26
2023-10-03,SKU0001,Headphones,69,301.05
2023-10-04,SKU0001,Headphones,11,50.44
2023-10-05,SKU0001,Headphones,28,597.7
2023-10-06,SKU0001,Headphones,60,622.54
2023-10-07,SKU0001,Headphones,66,233.61
2023-10-08,SKU0001,Headphones,63,886.46
2023-10-09,SKU0001,Headphones,46,584.34
2023-10-10,SKU0001,Headphones,73,348.14
2023-10-11,SKU0001,Headphones,93,733.68
2023-10-12,SKU0001,Headphones,98,324.18
2023-10-13,SKU0001,Headphones,26,770.13
2023-10-14,SKU0001,Headphones,67,495.37
2023-10-15,SKU0001,Headphones,67,275.24
2023-10-16,SKU0001,Headphones,99,741.57
2023-10-17,SKU0001,Headphones,23,317.86
2023-10-18,SKU0001,Headphones,16,454.78
2023-10-19,SKU0001,Headphones,93,201.77
2023-10-20,SKU0001,Headphones,70,966.81
2023-10-21,SKU0001,Headphones,55,967.36
2023-10-22,SKU0001,Headphones,68,405.49
2023-10-23,SKU0001,Headphones,64,984.81
2023-10-24,SKU0001,Headphones,82,971.75
2023-10-25,SKU0001,Headphones,27,543.71
2023-10-26,SKU0001,Headphones,58,533.14
2023-10-27,SKU0001,Headphones,67,620.3
2023-10-28,SKU0001,Headphones,84,967.06
2023-10-29,SKU0001,Headphones,25,245.2
2023-10-30,SKU0001,Headphones,67,331.18
2023-10-31,SKU0001,Headphones,77,904.37
2023-11-01,SKU0001,Headphones,84,901.69
2023-11-02,SKU0001,Headphones,26,767.28
2023-11-03,SKU0001,Headphones,69,510.41
2023-11-04,SKU0001,Headphones,14,758.37
2023-11-05,SKU0001,Headphones,67,318.88
2023-11-06,SKU0001,Headphones,78,633.15
2023-11-07,SKU0001,Headphones,36,798.4
2023-11-08,SKU0001,Headphones,12,484.99
2023-11-09,SKU0001,Headphones,48,343.96
2023-11-10,SKU0001,Headphones,23,783.0
2023-11-11,SKU0001,Headphones,57,776.76
2023-11-12,SKU0001,Headphones,11,854.83
2023-11-13,SKU0001,Headphones,27,750.41
2023-11-14,SKU0001,Headphones,19,573.05
2023-11-15,SKU0001,Headphones,13,836.62
2023-11-16,SKU0001,Headphones,52,686.54
2023-11-17,SKU0001,Headphones,96,316.13
2023-11-18,SKU0001,Headphones,33,895.62
2023-11-19,SKU0001,Headphones,50,494.79
2023-11-20,SKU0001,Headphones,62,812.97
2023-11-21,SKU0001,Headphones,48,870.58
2023-11-22,SKU0001,Headphones,28,978.45
2023-11-23,SKU0001,Headphones,27,113.34
2023-11-24,SKU0001,Headphones,17,343.82
2023-11-25,SKU0001,Headphones,60,490.42
2023-11-26,SKU0001,Headphones,73,811.7
2023-11-27,SKU0001,Headphones,44,872.23
2023-11-28,SKU0001,Headphones,45,474.35
2023-11-29,SKU0001,Headphones,56,880.68
2023-11-30,SKU0001,Headphones,56,110.73
2023-12-01,SKU0001,Headphones,61,649.28
2023-12-02,SKU0001,Headphones,74,760.66
2023-12-03,SKU0001,Headphones,32,776.45
2023-12-04,SKU0001,Headphones,21,281.44
2023-12-05,SKU0001,Headphones,52,635.51
2023-12-06,SKU0001,Headphones,97,599.45
2023-12-07,SKU0001,Headphones,42,351.73
2023-12-08,SKU0001,Headphones,56,553.18
2023-12-09,SKU0001,Headphones,95,346.75
2023-12-10,SKU0001,Headphones,32,776.45
2023-12-11,SKU0001,Headphones,33,949.67
2023-12-12,SKU0001,Headphones,89,824.62
2023-12-13,SKU0001,Headphones,35,453.44
2023-12-14,SKU0001,Headphones,58,980.99
2023-12-15,SKU0001,Headphones,98,326.78
2023-12-16,SKU0001,Headphones,92,610.84
2023-12-17,SKU0001,Headphones,98,418.18
2023-12-18,SKU0001,Headphones,95,234.79
2023-12-19,SKU0001,Headphones,22,897.45
2023-12-20,SKU0001,Headphones,33,148.59
2023-12-21,SKU0001,Headphones,19,762.76
2023-12-22,SKU0001,Headphones,91,463.36
2023-12-23,SKU0001,Headphones,44,612.24
2023-12-24,SKU0001,Headphones,43,578.46
2023-12-25,SKU0001,Headphones,63,402.39
2023-12-26,SKU0001,Headphones,82,405.1
2023-12-27,SKU0001,Headphones,74,385.38
2023-12-28,SKU0001,Headphones,62,835.16
2023-12-29,SKU0001,Headphones,50,434.56
2023-12-30,SKU0001,Headphones,61,247.18
2023-12-31,SKU0001,Headphones,11,764.11
2024-01-01,SKU0001,Headphones,66,755.05
2024-01-02,SKU0001,Headphones,73,610.18
2024-01-03,SKU0001,Headphones,26,197.14
2024-01-04,SKU0001,Headphones,57,878.9
2024-01-05,SKU0001,Headphones,96,963.99
2024-01-06,SKU0001,Headphones,19,736.48
2024-01-07,SKU0001,Headphones,44,636.74
2024-01-08,SKU0001,Headphones,15,817.61
2024-01-09,SKU0001,Headphones,64,266.91
2024-01-10,SKU0001,Headphones,93,948.47
2024-01-11,SKU0001,Headphones,62,786.06
2024-01-12,SKU0001,Headphones,52,984.94
2024-01-13,SKU0001,Headphones,67,247.61
2024-01-14,SKU0001,Headphones,87,387.8
2024-01-15,SKU0001,Headphones,52,386.71
2024-01-16,SKU0001,Headphones,52,488.45
2024-01-17,SKU0001,Headphones,52,324.47
2024-01-18,SKU0001,Headphones,58,850.97
2024-01-19,SKU0001,Headphones,99,214.2
2024-01-20,SKU0001,Headphones,92,66.32
2024-01-21,SKU0001,Headphones,26,815.33
2024-01-22,SKU0001,Headphones,62,244.82
2024-01-23,SKU0001,Headphones,27,831.71
2024-01-24,SKU0001,Headphones,82,167.1
2024-01-25,SKU0001,Headphones,31,927.44
2024-01-26,SKU0001,Headphones,37,584.03
2024-01-27,SKU0001,Headphones,53,555.5
2024-01-28,SKU0001,Headphones,29,102.66
2024-01-29,SKU0001,Headphones,24,204.63
2024-01-30,SKU0001,Headphones,41,875.22
2024-01-31,SKU0001,Headphones,56,816.3
2024-02-01,SKU0001,Headphones,19,146.81
2024-02-02,SKU0001,Headphones,67,633.15
2024-02-03,SKU0001,Headphones,51,577.78
2024-02-04,SKU0001,Headphones,99,919.93
2024-02-05,SKU0001,Headphones,32,349.73
2024-02-06,SKU0001,Headphones,52,401.74
2024-02-07,SKU0001,Headphones,74,674.75
2024-02-08,SKU0001,Headphones,33,52.83
2024-02-09,SKU0001,Headphones,60,657.03
2024-02-10,SKU0001,Headphones,17,524.57
2024-02-11,SKU0001,Headphones,32,979.25
2024-02-12,SKU0001,Headphones,40,614.77
2024-02-13,SKU0001,Headphones,57,594.31
2024-02-14,SKU0001,Headphones,91,355.6
2024-02-15,SKU0001,Headphones,52,199.34
2024-02-16,SKU0001,Headphones,27,237.65
2024-02-17,SKU0001,Headphones,49,465.63
2024-02-18,SKU0001,Headphones,98,571.13
2024-02-19,SKU0001,Headphones,91,415.54
2024-02-20,SKU0001,Headphones,97,372.26
2024-02-21,SKU0001,Headphones,87,415.25
2024-02-22,SKU0001,Headphones,83,772.86
2024-02-23,SKU0001,Headphones,12,486.28
2024-02-24,SKU0001,Headphones,12,796.79
2024-02-25,SKU0001,Headphones,33,391.18
2024-02-26,SKU0001,Headphones,19,566.59
2024-02-27,SKU0001,Headphones,13,977.18
2024-02-28,SKU0001,Headphones,46,327.96
2024-02-29,SKU0001,Headphones,28,917.85
2024-03-01,SKU0001,Headphones,65,471.64
2024-03-02,SKU0001,Headphones,16,228.32
2024-03-03,SKU0001,Headphones,95,408.22
2024-03-04,SKU0001,Headphones,26,671.67
2024-03-05,SKU0001,Headphones,72,820.31
2024-03-06,SKU0001,Headphones,57,707.14
2024-03-07,SKU0001,Headphones,94,391.63
2024-03-08,SKU0001,Headphones,17,697.05
2024-03-09,SKU0001,Headphones,53,313.58
2024-03-10,SKU0001,Headphones,99,163.34
2024-03-11,SKU0001,Headphones,40,246.43
2024-03-12,SKU0001,Headphones,86,351.86
2024-03-13,SKU0001,Headphones,80,55.15
2024-03-14,SKU0001,Headphones,47,486.53
2024-03-15,SKU0001,Headphones,90,52.17
2024-03-16,SKU0001,Headphones,12,378.62
2024-03-17,SKU0001,Headphones,29,752.58
2024-03-18,SKU0001,Headphones,83,310.39
2024-03-19,SKU0001,Headphones,40,563.18
2024-03-20,SKU0001,Headphones,17,755.68
2024-03-21,SKU0001,Headphones,76,417.37
2024-03-22,SKU0001,Headphones,92,897.01
2024-03-23,SKU0001,Headphones,27,75.43
2024-03-24,SKU0001,Headphones,94,59.72
2024-03-25,SKU0001,Headphones,55,998.02
2024-03-26,SKU0001,Headphones,21,317.94
2024-03-27,SKU0001,Headphones,17,233.32
2024-03-28,SKU0001,Headphones,58,185.33
2024-03-29,SKU0001,Headphones,22,491.83
2024-03-30,SKU0001,Headphones,39,936.77
2024-03-31,SKU0001,Headphones,68,547.81
2024-04-01,SKU0001,Headphones,26,315.93
2024-04-02,SKU0001,Headphones,41,967.02
2024-04-03,SKU0001,Headphones,44,233.32
2024-04-04,SKU0001,Headphones,27,410.82
2024-04-05,SKU0001,Headphones,46,730.27
2024-04-06,SKU0001,Headphones,73,194.4
2024-04-07,SKU0001,Headphones,94,861.87
2024-04-08,SKU0001,Headphones,72,482.46
2024-04-09,SKU0001,Headphones,41,315.88
2024-04-10,SKU0001,Headphones,97,254.45
2024-04-11,SKU0001,Headphones,18,987.67
2024-04-12,SKU0001,Headphones,25,287.26
2024-04-13,SKU0001,Headphones,78,428.65
2024-04-14,SKU0001,Headphones,69,544.91
2024-04-15,SKU0001,Headphones,84,776.58
2024-04-16,SKU0001,Headphones,29,324.01
2024-04-17,SKU0001,Headphones,85,107.65
2024-04-18,SKU0001,Headphones,32,94.28
2024-04-19,SKU0001,Headphones,12,886.99
2024-04-20,SKU0001,Headphones,77,273.25
2024-04-21,SKU0001,Headphones,25,397.75
2024-04-22,SKU0001,Headphones,99,74.59
2024-04-23,SKU0001,Headphones,72,956.12
2024-04-24,SKU0001,Headphones,58,251.12
2024-04-25,SKU0001,Headphones,68,609.37
2024-04-26,SKU0001,Headphones,40,86.26
2024-04-27,SKU0001,Headphones,36,930.16
2024-04-28,SKU0001,Headphones,33,655.24
2024-04-29,SKU0001,Headphones,68,392.69
2024-04-30,SKU0001,Headphones,47,486.79
2024-05-01,SKU0001,Headphones,91,907.42
2024-05-02,SKU0001,Headphones,53,741.59
2024-05-03,SKU0001,Headphones,80,889.13
2024-05-04,SKU0001,Headphones,92,430.82
2024-05-05,SKU0001,Headphones,64,532.47
2024-05-06,SKU0001,Headphones,41,100.89
2024-05-07,SKU0001,Headphones,20,106.8
2024-05-08,SKU0001,Headphones,92,111.42
2024-05-09,SKU0001,Headphones,24,817.05
2024-05-10,SKU0001,Headphones,39,332.78
2024-05-11,SKU0001,Headphones,50,191.28
2024-05-12,SKU0001,Headphones,13,508.09
2024-05-13,SKU0001,Headphones,77,269.1
2024-05-14,SKU0001,Headphones,74,135.13
2024-05-15,SKU0001,Headphones,63,758.9
2024-05-16,SKU0001,Headphones,97,427.27
2024-05-17,SKU0001,Headphones,56,213.23
2024-05-18,SKU0001,Headphones,42,575.68
2024-05-19,SKU0001,Headphones,68,217.7
2024-05-20,SKU0001,Headphones,26,250.11
2024-05-21,SKU0001,Headphones,62,438.21
2024-05-22,SKU0001,Headphones,19,62.74
2024-05-23,SKU0001,Headphones,44,837.7
2024-05-24,SKU0001,Headphones,23,933.14
2024-05-25,SKU0001,Headphones,80,99.01
2024-05-26,SKU0001,Headphones,46,107.49
2024-05-27,SKU0001,Headphones,50,494.57
2024-05-28,SKU0001,Headphones,63,580.42
2024-05-29,SKU0001,Headphones,33,743.08
2024-05-30,SKU0001,Headphones,32,77.74
2024-05-31,SKU0001,Headphones,11,777.03
2024-06-01,SKU0001,Headphones,38,349.57
2024-06-02,SKU0001,Headphones,65,220.97
2024-06-03,SKU0001,Headphones,63,103.39
2024-06-04,SKU0001,Headphones,20,226.5
2024-06-05,SKU0001,Headphones,21,57.2
2024-06-06,SKU0001,Headphones,57,722.4
2024-06-07,SKU0001,Headphones,49,270.35
2024-06-08,SKU0001,Headphones,37,792.96
2024-06-09,SKU0001,Headphones,18,298.24
2024-06-10,SKU0001,Headphones,47,214.08
2024-06-11,SKU0001,Headphones,22,283.29
2024-06-12,SKU0001,Headphones,59,288.91
2024-06-13,SKU0001,Headphones,73,615.94
2024-06-14,SKU0001,Headphones,66,143.59
2024-06-15,SKU0001,Headphones,10,434.77
2024-06-16,SKU0001,Headphones,47,650.39
2024-06-17,SKU0001,Headphones,76,394.53
2024-06-18,SKU0001,Headphones,46,859.65
2024-06-19,SKU0001,Headphones,86,746.81
2024-06-20,SKU0001,Headphones,33,353.48
2024-06-21,SKU0001,Headphones,25,237.73
2024-06-22,SKU0001,Headphones,39,530.99
2024-06-23,SKU0001,Headphones,81,341.14
2024-06-24,SKU0001,Headphones,91,745.43
2024-06-25,SKU0001,Headphones,78,430.31
2024-06-26,SKU0001,Headphones,60,934.58
2024-06-27,SKU0001,Headphones,70,549.34
2024-06-28,SKU0001,Headphones,66,428.01
2024-06-29,SKU0001,Headphones,69,93.13
2024-06-30,SKU0001,Headphones,61,324.31
2024-07-01,SKU0001,Headphones,26,985.59
2024-07-02,SKU0001,Headphones,28,369.96
2024-07-03,SKU0001,Headphones,88,130.41
2024-07-04,SKU0001,Headphones,12,64.86
2024-07-05,SKU0001,Headphones,70,808.38
2024-07-06,SKU0001,Headphones,39,732.52
2024-07-07,SKU0001,Headphones,93,493.52
2024-07-08,SKU0001,Headphones,87,672.97
2024-07-09,SKU0001,Headphones,67,339.46
2024-07-10,SKU0001,Headphones,31,817.7
2024-07-11,SKU0001,Headphones,10,56.17
2024-07-12,SKU0001,Headphones,91,194.35
2024-07-13,SKU0001,Headphones,87,134.24
2024-07-14,SKU0001,Headphones,23,609.3
2024-07-15,SKU0001,Headphones,83,985.33
2024-07-16,SKU0001,Headphones,50,122.99
2024-07-17,SKU0001,Headphones,60,729.37
2024-07-18,SKU0001,Headphones,28,93.88
2024-07-19,SKU0001,Headphones,27,750.71
2024-07-20,SKU0001,Headphones,36,664.08
2024-07-21,SKU0001,Headphones,73,223.24
2024-07-22,SKU0001,Headphones,31,745.59
2024-07-23,SKU0001,Headphones,55,774.52
2024-07-24,SKU0001,Headphones,25,241.77
2024-07-25,SKU0001,Headphones,51,671.31
2024-07-26,SKU0001,Headphones,59,198.26
2024-07-27,SKU0001,Headphones,93,122.64
2024-07-28,SKU0001,Headphones,62,968.52
2024-07-29,SKU0001,Headphones,24,157.95
2024-07-30,SKU0001,Headphones,33,306.7
2024-07-31,SKU0001,Headphones,20,414.9
2024-08-01,SKU0001,Headphones,16,422.51
2024-08-02,SKU0001,Headphones,57,150.23
2024-08-03,SKU0001,Headphones,58,365.4
